TournamentMatchCode,Div,MType,MNum,Red1,Red2,Red3,Blue1,Blue2,Blue3,R1DQ,R2DQ,R3DQ,R1YC,R2YC,R3YC,B1DQ,B2DQ,B3DQ,B1YC,B2YC,B3YC,R1Sur,R2Sur,R3Sur,B1Sur,B2Sur,B3Sur,Saved,RABeac,RACap,RACent,RACorn,RA1Pk,RA2Pk,RTBeac,RTCent,RTCorn,RECap,RPMin,RPMaj,RPMinRx,RPMajRx,BABeac,BACap,BACent,BACorn,BA1Pk,BA2Pk,BTBeac,BTCent,BTCorn,BECap,BPMin,BPMaj,BPMinRx,BPMajRx,
1617velv-md-cmpd1-Q-21,2,1,21,4141,7265,0,5014,8702,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,1,0,0,2,0,
1617velv-md-cmpd1-Q-22,2,1,22,6029,6700,0,10025,5233,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,6,12,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,1,0,0,0,0,
1617velv-md-cmpd1-Q-23,2,1,23,6417,8121,0,6284,389,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,5,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,1,0,1,0,0,0,0,
1617velv-md-cmpd1-Q-24,2,1,24,2753,10719,0,3113,10367,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,3,12,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,
1617velv-md-cmpd1-Q-25,2,1,25,7182,9794,0,10025,8702,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,2,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,1,0,0,
1617velv-md-cmpd1-Q-26,2,1,26,5014,8221,0,6284,5233,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,16,12,0,8,0,3,0,0,0,0,0,0,1,1,0,0,0,5,4,0,0,0,0,1,0,1,0,0,0,0,
1617velv-md-cmpd1-Q-27,2,1,27,4141,7393,0,2753,8121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,3,0,0,0,2,3,1,1,0,0,0,0,1,0,0,0,4,0,4,1,0,0,2,0,0,0,0,0,0,0,
1617velv-md-cmpd1-Q-28,2,1,28,3113,4991,0,6417,6029,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,1,0,1,0,0,0,0,
1617velv-md-cmpd1-Q-29,2,1,29,10338,10367,0,7265,10873,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,5,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,2,4,3,7,3,0,0,3,0,0,0,0,0,0,0,
1617velv-md-cmpd1-Q-30,2,1,30,389,6700,0,10719,9338,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,4,1,0,1,0,0,0,0,1,0,0,0,3,5,3,0,1,0,3,1,0,0,0,0,0,0,
1617velv-md-cmpd1-SF-1-1,2,3,11,8221,7393,9794,2753,5233,4991,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,5,6,10,0,4,2,0,0,0,15,0,0,0,1,0,0,0,5,5,4,0,0,0,2,1,0,0,0,0,15,0,
1617velv-md-cmpd1-SF-2-1,2,3,21,6284,6417,8702,6029,7182,8121,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,2,0,1,0,0,0,0,
1617velv-md-cmpd1-SF-1-2,2,3,12,8221,7393,9794,2753,5233,4991,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,2,0,0,0,2,2,2,2,0,0,0,0,1,0,0,0,4,0,7,2,0,0,4,1,0,1,0,0,0,0,
1617velv-md-cmpd1-SF-2-2,2,3,22,6284,6417,8702,6029,7182,8121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,8,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,2,0,1,0,0,0,0,
1617velv-md-cmpd1-SF-2-3,2,3,23,6284,6417,8702,6029,7182,8121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,8,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,4,3,4,0,0,0,3,2,0,0,0,0,0,0,
1617velv-md-cmpd1-F-1,2,4,1,8221,7393,9794,6284,6417,8702,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,6,15,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,
1617velv-md-cmpd1-F-2,2,4,2,8221,7393,9794,6284,6417,8702,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,6,4,12,4,5,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,5,0,
