Date,Event Name,Event Region,Event Type,Division,Match Type,Match Number,Red 1,Red 2,Red 3,Blue 1,Blue 2,Blue 3,Red 1: No Show (1) Disqualified (2),Red 2: No Show (1) Disqualified (2),Red 3: No Show (1) Disqualified (2),Blue 1: No Show (1) Disqualified (2),Blue 2: No Show (1) Disqualified (2),Blue 3: No Show (1) Disqualified (2),Red 1 Surrogate,Red 2 Surrogate,Red 3 Surrogate,Blue 1 Surrogate,Blue 2 Surrogate,Blue 3 Surrogate,Match Saved,AUTO Period Robot 1 Placement,AUTO Period Robot 2 Placement,AUTO Period Rescue Beacons,AUTO Period Climbers in Shelter,TELE Robot 1 Placement,TELE Robot 2 Placement,TELE Floor Goal,TELE High Goal,TELE Low Goal,TELE Mid Goal,TELE Climbers in Shelter,TELE Zip Line,END All Clear Signal,END Robot on Pull Up Bar,Minor Penalty incurred,Major Penalty incurred,Minor Penalty Awarded,Major Penalty Awarded,AUTO Period Robot 1 Placement,AUTO Period Robot 2 Placement,AUTO Period Rescue Beacons,AUTO Period Climbers in Shelter,TELE Robot 1 Placement,TELE Robot 2 Placement,TELE Floor Goal,TELE High Goal,TELE Low Goal,TELE Mid Goal,TELE Climbers in Shelter,TELE Zip Line,END All Clear Signal,END Robot on Pull Up Bar,Minor Penalty incurred,Major Penalty Incurred,Minor Penalty Awarded,Major Penalty Awarded
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,5,10167,10768,0,8799,9941,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,1,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,6,9214,8797,0,8859,10179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,8,0,0,0,3,1,0,0,0,0,0,1
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,7,9932,10583,0,10013,8796,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,8,10413,9944,0,9075,10284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,1,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,9,9941,10276,0,8797,10168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,10,10768,8859,0,10497,10670,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,10,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,5,3,9,0,0,0,0,2,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,11,8799,9937,0,9214,8798,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,3,0,0,1,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,12,10179,10167,0,10277,10385,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,0,2,1,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,13,10013,9941,0,10413,8859,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,17,0,5,0,3,0,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,14,10583,9214,0,9944,10497,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,17,0,4,0,2,1,0,0,0,0,0,0,0,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,15,10385,10276,0,8799,10284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,3,3,5,0,2,0,0,0,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,16,10670,9075,0,10167,8797,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,8,0,4,0,2,0,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,17,9932,8798,0,10768,10179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,2,1,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,18,10277,8796,0,10168,9937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,19,10583,8859,0,10167,10276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,19,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,2,0,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,20,10670,10385,0,8798,9941,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,21,10013,10179,0,9937,10284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,9,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,22,10277,9932,0,9214,10413,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,0,2,0,3,1,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,23,10168,8799,0,10497,9075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,6,0,6,0,0,0,2,2,0,1,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,24,8797,10768,0,9944,8796,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,25,10413,10179,0,10276,10670,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,1,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,26,8798,10284,0,10168,10167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,5,14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,3,0,1,0,0,0,0,1,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,27,10385,9937,0,10583,10768,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,7,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,12,0,3,0,2,1,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,28,10013,10497,0,10277,8797,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,29,9214,8796,0,9941,9075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,6,15,0,0,0,0,1,0,0,0,0,0,0
1/23/2016,Northeast Florida League Championship,Florida,League Championship,1,1,30,8799,8859,0,9932,9944,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,11,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,1,5940,7437,0,5170,10628,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,12,0,4,0,0,0,0,0,1,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,2,10231,7153,0,8875,8678,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,3,7432,7373,0,7673,7377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,1,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,4,8875,10231,0,7437,10628,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,10,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,3,0,12,0,3,0,0,0,0,0,3,0,2,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,5,8678,7377,0,5170,7432,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,1,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,6,5940,7153,0,7373,7673,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,7,8678,10628,0,8875,7377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,9,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,3,5,19,0,0,0,0,0,0,0,1,0,1,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,8,7673,5170,0,10231,7373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,9,7437,7153,0,7432,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,15,0,0,0,2,0,0,0,0,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,10,10628,8875,0,5170,7373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,1,0,0,1,0,0,0,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,11,7432,7377,0,10231,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,12,7437,7673,0,8678,7153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,19,0,0,0,0,1,0,0,0,0,2,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,13,8875,5170,0,10231,7432,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,14,7377,10628,0,7153,7673,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,10,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,1,0,0,0,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,1,15,5940,7373,0,8678,7437,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,8,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,1,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,3,11,7373,7673,0,7153,8678,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,1,0,0,0,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,3,21,7432,5170,0,10231,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,2,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,3,22,7432,5170,0,10231,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,2,1,0,0,0,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,3,12,7373,7673,0,7153,8678,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,17,0,0,0,0,1,0,0,0,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,3,23,7432,5170,0,10231,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,1,0,0,0,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,4,1,7153,8678,0,10231,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,4,2,7153,8678,0,10231,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,2,1,0,0,0,0,0,0
11/21/2015,Jungle Rumble FTC Qualifier,Georgia,Qualifying Tournament,1,4,3,7153,8678,0,10231,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,13,0,0,0,0,1,0,0,0,0,1,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,1,5991,3819,0,525,5338,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,2,10219,5100,0,5979,9835,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,3,10638,9655,0,112,9686,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,1,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,4,22,4000,0,5177,6047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,5,0,0,0,1,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,5,4232,8433,0,10068,7838,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,6,6988,4100,0,9785,8566,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,10,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,7,3931,5494,0,10596,10396,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,8,4631,5195,0,6173,4221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,1,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,9,9919,3726,0,10165,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,4,5,0,0,0,2,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,10,10638,7838,0,4100,6047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,11,22,8566,0,9686,3931,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,12,6173,8433,0,10596,525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,13,4232,5979,0,9919,5991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,17,0,0,0,0,1,0,0,1,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,14,10068,9785,0,4631,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,26,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,1,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,15,5338,6988,0,9655,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,5,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,2,0,0,5,0,0,0,0,0,0,4,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,16,5177,9835,0,4221,5494,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,2,0,1,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,17,5195,10396,0,3726,3819,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,3,0,9,0,0,0,1,0,0,0,0,0,6,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,18,10219,10068,0,10165,6047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,5,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,4,6,5,0,1,1,2,0,0,0,0,0,0,1
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,19,5100,6173,0,10638,9919,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,9,0,0,4,0,0,0,0,0,0,12,0,1,0,0,0,4,4,19,0,0,0,0,1,0,0,12,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,20,4221,10596,0,4100,5979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,6,2,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,21,10396,112,0,5338,4232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,22,5177,9655,0,3931,5991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,23,10165,5494,0,4631,525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,24,3726,10219,0,7838,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,11,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,2,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,25,9835,8566,0,4000,5195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,26,3819,9686,0,9785,8433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,25,0,0,0,0,1,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,27,6988,6047,0,10396,6173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,28,4221,5991,0,10638,10068,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,1,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,29,9655,7838,0,5494,5195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,30,9686,4232,0,4000,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,1,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,31,9785,525,0,3931,10219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,25,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,32,4631,5979,0,3819,6988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,3,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,33,112,9919,0,5177,8433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,34,5338,10165,0,9835,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,35,10596,5100,0,3726,8566,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,16,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,36,5494,10638,0,10219,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,10,0,0,0,0,2,0,0,0,0,0,0
12/5/2015,L.E.D. Qualifier,Georgia,Qualifying Tournament,1,1,37,112,525,0,6988,7838,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0
