TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,BTot,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-casd-cmp-Q-25,Q-25,135-130 R,9261,9049,0,8742,9892,0,135,130,false,false,false,false,
1617velv-casd-cmp-Q-26,Q-26,215-130 R,5828,10092,0,3848,11212,0,215,130,false,false,false,false,
1617velv-casd-cmp-Q-27,Q-27,70-240 B,3650,4262,0,4216,12073,0,70,240,false,false,false,false,
1617velv-casd-cmp-Q-28,Q-28,35-100 B,5135,5540,0,11107,6016,0,35,100,false,false,false,false,
1617velv-casd-cmp-Q-29,Q-29,141-85 R,9441,9164,0,5015,9022,0,141,85,false,false,false,false,
1617velv-casd-cmp-Q-30,Q-30,170-180 B,11128,8097,0,9920,10809,0,170,180,false,false,false,false,
1617velv-casd-cmp-Q-31,Q-31,135-85 R,11212,6074,0,8039,8742,0,135,85,false,false,false,false,
1617velv-casd-cmp-Q-32,Q-32,200-125 R,4216,10092,0,9892,2885,0,200,125,false,false,false,false,
1617velv-casd-cmp-Q-33,Q-33,195-150 R,8471,3712,0,9261,4262,0,195,150,false,false,false,false,
1617velv-casd-cmp-Q-34,Q-34,5-205 B,9049,10221,0,7696,5229,0,5,205,false,false,false,false,
1617velv-casd-cmp-Q-35,Q-35,105-190 B,3848,12073,0,6137,11278,0,105,190,false,false,false,false,
1617velv-casd-cmp-Q-36,Q-36,35-190 B,5828,3650,0,11411,8606,0,35,190,false,false,false,false,
1617velv-casd-cmp-Q-37,Q-37,55-220 B,8039,9164,0,8097,4216,0,55,220,false,false,false,false,
1617velv-casd-cmp-Q-38,Q-38,155-90 R,11212,3712,0,10809,9892,0,155,90,false,false,false,false,
1617velv-casd-cmp-Q-39,Q-39,165-40 R,9920,9022,0,6074,9049,0,165,40,false,false,false,false,
1617velv-casd-cmp-Q-40,Q-40,85-30 R,6137,9441,0,4262,11107,0,85,30,false,false,false,false,
1617velv-casd-cmp-Q-41,Q-41,55-105 B,5229,11278,0,5828,5015,0,55,105,false,false,false,false,
1617velv-casd-cmp-Q-42,Q-42,175-30 R,2885,8471,0,3650,5540,0,175,30,false,false,false,false,
1617velv-casd-cmp-Q-43,Q-43,150-90 R,8742,11411,0,10221,11128,0,150,90,false,false,false,false,
1617velv-casd-cmp-Q-44,Q-44,215-130 R,9261,3848,0,6016,8606,0,215,130,false,false,false,false,
1617velv-casd-cmp-Q-45,Q-45,135-130 R,5135,7696,0,10092,12073,0,135,130,false,false,false,false,
1617velv-casd-cmp-Q-46,Q-46,90-40 R,5828,9164,0,3712,11107,0,90,40,false,false,false,false,
1617velv-casd-cmp-Q-47,Q-47,90-60 R,9920,9892,0,3650,5229,0,90,60,false,false,false,false,
1617velv-casd-cmp-Q-48,Q-48,90-65 R,8097,6074,0,4262,10221,0,90,65,false,false,false,false,
1617velv-casd-cmp-Q-49,Q-49,150-185 B,8742,10809,0,8471,3848,0,150,185,false,false,false,false,
1617velv-casd-cmp-Q-50,Q-50,200-180 R,6137,5540,0,9261,10092,0,200,180,false,false,false,false,
1617velv-casd-cmp-Q-51,Q-51,35-145 B,9049,8039,0,12073,8606,0,35,145,false,false,false,false,
1617velv-casd-cmp-Q-52,Q-52,120-60 R,11212,11278,0,9022,5135,0,120,60,false,false,false,false,
1617velv-casd-cmp-Q-53,Q-53,225-30 R,4216,6016,0,9441,11128,0,225,30,false,false,false,false,
1617velv-casd-cmp-Q-54,Q-54,105-110 B,2885,7696,0,5015,11411,0,105,110,false,false,false,false,
1617velv-casd-cmp-SF-1-1,SF-1-1,300-55 R,4216,6137,10092,11411,3848,9164,300,55,false,false,false,false,
1617velv-casd-cmp-SF-1-2,SF-1-2,260-145 R,4216,6137,10092,11411,3848,9164,260,145,false,false,false,false,
1617velv-casd-cmp-SF-2-1,SF-2-1,155-210 B,9920,8606,9261,9441,8471,11212,155,210,false,false,false,false,
1617velv-casd-cmp-SF-2-2,SF-2-2,200-226 B,9920,8606,9261,9441,8471,11212,200,226,false,false,false,false,
1617velv-casd-cmp-F-1,F-1,185-145 R,4216,6137,10092,9441,8471,11212,185,145,false,false,false,false,
1617velv-casd-cmp-F-2,F-2,155-170 B,4216,6137,10092,9441,8471,11212,155,170,false,false,false,false,
1617velv-casd-cmp-F-3,F-3,216-220 B,4216,6137,10092,9441,8471,11212,216,220,false,false,false,false,
